x,y
10.0,10.0
10.007071147426233,10.007070988196602
10.014142294852466,10.014141976393205
10.021213442278698,10.021212964589807
10.028284589704931,10.02828395278641
10.035355737131164,10.035354940983012
10.042426884557397,10.042425929179615
10.04949803198363,10.049496917376217
10.056569179409863,10.05656790557282
10.063640326836095,10.063638893769422
10.070711474262328,10.070709881966025
10.077782621688561,10.077780870162627
10.084853769114794,10.08485185835923
10.091924916541027,10.091922846555832
10.09899606396726,10.098993834752434
10.106067211393492,10.106064822949037
10.113138358819725,10.11313581114564
10.120209506245958,10.120206799342242
10.12728065367219,10.127277787538844
10.134351801098424,10.134348775735447
10.141422948524657,10.14141976393205
10.14849409595089,10.148490752128652
10.155565243377122,10.155561740325254
10.162636390803355,10.162632728521857
10.169707538229588,10.169703716718459
10.17677868565582,10.176774704915061
10.183849833082053,10.183845693111664
10.190920980508286,10.190916681308266
10.19799212793452,10.197987669504869
10.205063275360752,10.205058657701471
10.212134422786985,10.212129645898074
10.219205570213218,10.219200634094676
10.22627671763945,10.226271622291279
10.233347865065683,10.233342610487881
10.240419012491916,10.240413598684484
10.247490159918149,10.247484586881086
10.254561307344382,10.254555575077688
10.261632454770615,10.261626563274291
10.268703602196847,10.268697551470893
10.27577474962308,10.275768539667496
10.282845897049313,10.282839527864098
10.289917044475546,10.2899105160607
10.296988191901779,10.296981504257303
10.304059339328012,10.304052492453906
10.311130486754244,10.311123480650508
10.318201634180477,10.31819446884711
10.32527278160671,10.325265457043713
10.332343929032943,10.332336445240315
10.339415076459176,10.339407433436918
10.346486223885409,10.34647842163352
10.353557371311641,10.353549409830123
10.360628518737874,10.360620398026725
10.367699666164107,10.367691386223328
10.37477081359034,10.37476237441993
10.381841961016573,10.381833362616533
10.388913108442805,10.388904350813135
10.395984255869038,10.395975339009738
10.403055403295271,10.40304632720634
10.410126550721504,10.410117315402942
10.417197698147737,10.417188303599545
10.42426884557397,10.424259291796147
10.431339993000202,10.43133027999275
10.438411140426435,10.438401268189352
10.445482287852668,10.445472256385955
10.452553435278901,10.452543244582557
10.459624582705134,10.45961423277916
10.466695730131367,10.466685220975762
10.4737668775576,10.473756209172365
10.480838024983832,10.480827197368967
10.487909172410065,10.48789818556557
10.494980319836298,10.494969173762172
10.50205146726253,10.502040161958774
10.509122614688764,10.509111150155377
10.516193762114996,10.51618213835198
10.52326490954123,10.523253126548582
10.530336056967462,10.530324114745184
